id,side,x_file,y_file,c_file
000327,right,x_000327_right.npy,y_000327_right.npy,c_000327_right.npy
001039,left,x_001039_left.npy,y_001039_left.npy,c_001039_left.npy
001039,right,x_001039_right.npy,y_001039_right.npy,c_001039_right.npy
000441,left,x_000441_left.npy,y_000441_left.npy,c_000441_left.npy
000441,right,x_000441_right.npy,y_000441_right.npy,c_000441_right.npy
000469,left,x_000469_left.npy,y_000469_left.npy,c_000469_left.npy
000469,right,x_000469_right.npy,y_000469_right.npy,c_000469_right.npy
001011,left,x_001011_left.npy,y_001011_left.npy,c_001011_left.npy
001011,right,x_001011_right.npy,y_001011_right.npy,c_001011_right.npy
001005,left,x_001005_left.npy,y_001005_left.npy,c_001005_left.npy
001005,right,x_001005_right.npy,y_001005_right.npy,c_001005_right.npy
000694,left,x_000694_left.npy,y_000694_left.npy,c_000694_left.npy
000694,right,x_000694_right.npy,y_000694_right.npy,c_000694_right.npy
000858,left,x_000858_left.npy,y_000858_left.npy,c_000858_left.npy
000858,right,x_000858_right.npy,y_000858_right.npy,c_000858_right.npy
000680,left,x_000680_left.npy,y_000680_left.npy,c_000680_left.npy
000680,right,x_000680_right.npy,y_000680_right.npy,c_000680_right.npy
000870,left,x_000870_left.npy,y_000870_left.npy,c_000870_left.npy
000870,right,x_000870_right.npy,y_000870_right.npy,c_000870_right.npy
000864,left,x_000864_left.npy,y_000864_left.npy,c_000864_left.npy
000864,right,x_000864_right.npy,y_000864_right.npy,c_000864_right.npy
000131,left,x_000131_left.npy,y_000131_left.npy,c_000131_left.npy
000131,right,x_000131_right.npy,y_000131_right.npy,c_000131_right.npy
000657,left,x_000657_left.npy,y_000657_left.npy,c_000657_left.npy
000657,right,x_000657_right.npy,y_000657_right.npy,c_000657_right.npy
000643,right,x_000643_right.npy,y_000643_right.npy,c_000643_right.npy
000125,left,x_000125_left.npy,y_000125_left.npy,c_000125_left.npy
000125,right,x_000125_right.npy,y_000125_right.npy,c_000125_right.npy
000118,left,x_000118_left.npy,y_000118_left.npy,c_000118_left.npy
000118,right,x_000118_right.npy,y_000118_right.npy,c_000118_right.npy
000642,left,x_000642_left.npy,y_000642_left.npy,c_000642_left.npy
000642,right,x_000642_right.npy,y_000642_right.npy,c_000642_right.npy
000124,left,x_000124_left.npy,y_000124_left.npy,c_000124_left.npy
000124,right,x_000124_right.npy,y_000124_right.npy,c_000124_right.npy
000130,left,x_000130_left.npy,y_000130_left.npy,c_000130_left.npy
000130,right,x_000130_right.npy,y_000130_right.npy,c_000130_right.npy
000656,left,x_000656_left.npy,y_000656_left.npy,c_000656_left.npy
000656,right,x_000656_right.npy,y_000656_right.npy,c_000656_right.npy
000865,left,x_000865_left.npy,y_000865_left.npy,c_000865_left.npy
000865,right,x_000865_right.npy,y_000865_right.npy,c_000865_right.npy
000871,left,x_000871_left.npy,y_000871_left.npy,c_000871_left.npy
000871,right,x_000871_right.npy,y_000871_right.npy,c_000871_right.npy
000681,left,x_000681_left.npy,y_000681_left.npy,c_000681_left.npy
000681,right,x_000681_right.npy,y_000681_right.npy,c_000681_right.npy
000859,left,x_000859_left.npy,y_000859_left.npy,c_000859_left.npy
000859,right,x_000859_right.npy,y_000859_right.npy,c_000859_right.npy
000695,left,x_000695_left.npy,y_000695_left.npy,c_000695_left.npy
000695,right,x_000695_right.npy,y_000695_right.npy,c_000695_right.npy
001004,left,x_001004_left.npy,y_001004_left.npy,c_001004_left.npy
001004,right,x_001004_right.npy,y_001004_right.npy,c_001004_right.npy
000468,left,x_000468_left.npy,y_000468_left.npy,c_000468_left.npy
000468,right,x_000468_right.npy,y_000468_right.npy,c_000468_right.npy
001010,left,x_001010_left.npy,y_001010_left.npy,c_001010_left.npy
001010,right,x_001010_right.npy,y_001010_right.npy,c_001010_right.npy
001038,left,x_001038_left.npy,y_001038_left.npy,c_001038_left.npy
001038,right,x_001038_right.npy,y_001038_right.npy,c_001038_right.npy
000326,left,x_000326_left.npy,y_000326_left.npy,c_000326_left.npy
000326,right,x_000326_right.npy,y_000326_right.npy,c_000326_right.npy
000440,left,x_000440_left.npy,y_000440_left.npy,c_000440_left.npy
000440,right,x_000440_right.npy,y_000440_right.npy,c_000440_right.npy
000454,left,x_000454_left.npy,y_000454_left.npy,c_000454_left.npy
000454,right,x_000454_right.npy,y_000454_right.npy,c_000454_right.npy
000332,left,x_000332_left.npy,y_000332_left.npy,c_000332_left.npy
000332,right,x_000332_right.npy,y_000332_right.npy,c_000332_right.npy
000483,left,x_000483_left.npy,y_000483_left.npy,c_000483_left.npy
000483,right,x_000483_right.npy,y_000483_right.npy,c_000483_right.npy
000497,left,x_000497_left.npy,y_000497_left.npy,c_000497_left.npy
000497,right,x_000497_right.npy,y_000497_right.npy,c_000497_right.npy
000508,left,x_000508_left.npy,y_000508_left.npy,c_000508_left.npy
000508,right,x_000508_right.npy,y_000508_right.npy,c_000508_right.npy
000252,left,x_000252_left.npy,y_000252_left.npy,c_000252_left.npy
000252,right,x_000252_right.npy,y_000252_right.npy,c_000252_right.npy
000534,left,x_000534_left.npy,y_000534_left.npy,c_000534_left.npy
000534,right,x_000534_right.npy,y_000534_right.npy,c_000534_right.npy
000520,left,x_000520_left.npy,y_000520_left.npy,c_000520_left.npy
000520,right,x_000520_right.npy,y_000520_right.npy,c_000520_right.npy
000246,left,x_000246_left.npy,y_000246_left.npy,c_000246_left.npy
000246,right,x_000246_right.npy,y_000246_right.npy,c_000246_right.npy
000291,left,x_000291_left.npy,y_000291_left.npy,c_000291_left.npy
000291,right,x_000291_right.npy,y_000291_right.npy,c_000291_right.npy
000285,left,x_000285_left.npy,y_000285_left.npy,c_000285_left.npy
000285,right,x_000285_right.npy,y_000285_right.npy,c_000285_right.npy
000078,left,x_000078_left.npy,y_000078_left.npy,c_000078_left.npy
000078,right,x_000078_right.npy,y_000078_right.npy,c_000078_right.npy
000736,left,x_000736_left.npy,y_000736_left.npy,c_000736_left.npy
000736,right,x_000736_right.npy,y_000736_right.npy,c_000736_right.npy
000050,left,x_000050_left.npy,y_000050_left.npy,c_000050_left.npy
000050,right,x_000050_right.npy,y_000050_right.npy,c_000050_right.npy
000044,left,x_000044_left.npy,y_000044_left.npy,c_000044_left.npy
000044,right,x_000044_right.npy,y_000044_right.npy,c_000044_right.npy
000722,left,x_000722_left.npy,y_000722_left.npy,c_000722_left.npy
000722,right,x_000722_right.npy,y_000722_right.npy,c_000722_right.npy
000911,left,x_000911_left.npy,y_000911_left.npy,c_000911_left.npy
000911,right,x_000911_right.npy,y_000911_right.npy,c_000911_right.npy
000905,left,x_000905_left.npy,y_000905_left.npy,c_000905_left.npy
000905,right,x_000905_right.npy,y_000905_right.npy,c_000905_right.npy
000093,left,x_000093_left.npy,y_000093_left.npy,c_000093_left.npy
000093,right,x_000093_right.npy,y_000093_right.npy,c_000093_right.npy
000087,left,x_000087_left.npy,y_000087_left.npy,c_000087_left.npy
000087,right,x_000087_right.npy,y_000087_right.npy,c_000087_right.npy
000939,left,x_000939_left.npy,y_000939_left.npy,c_000939_left.npy
000939,right,x_000939_right.npy,y_000939_right.npy,c_000939_right.npy
000091,left,x_000091_left.npy,y_000091_left.npy,c_000091_left.npy
000091,right,x_000091_right.npy,y_000091_right.npy,c_000091_right.npy
000085,left,x_000085_left.npy,y_000085_left.npy,c_000085_left.npy
000085,right,x_000085_right.npy,y_000085_right.npy,c_000085_right.npy
000913,right,x_000913_right.npy,y_000913_right.npy,c_000913_right.npy
000907,left,x_000907_left.npy,y_000907_left.npy,c_000907_left.npy
000907,right,x_000907_right.npy,y_000907_right.npy,c_000907_right.npy
000052,left,x_000052_left.npy,y_000052_left.npy,c_000052_left.npy
000052,right,x_000052_right.npy,y_000052_right.npy,c_000052_right.npy
000734,left,x_000734_left.npy,y_000734_left.npy,c_000734_left.npy
000734,right,x_000734_right.npy,y_000734_right.npy,c_000734_right.npy
000720,left,x_000720_left.npy,y_000720_left.npy,c_000720_left.npy
000720,right,x_000720_right.npy,y_000720_right.npy,c_000720_right.npy
000046,left,x_000046_left.npy,y_000046_left.npy,c_000046_left.npy
000046,right,x_000046_right.npy,y_000046_right.npy,c_000046_right.npy
000708,left,x_000708_left.npy,y_000708_left.npy,c_000708_left.npy
000708,right,x_000708_right.npy,y_000708_right.npy,c_000708_right.npy
000293,left,x_000293_left.npy,y_000293_left.npy,c_000293_left.npy
000293,right,x_000293_right.npy,y_000293_right.npy,c_000293_right.npy
000287,left,x_000287_left.npy,y_000287_left.npy,c_000287_left.npy
000287,right,x_000287_right.npy,y_000287_right.npy,c_000287_right.npy
000536,left,x_000536_left.npy,y_000536_left.npy,c_000536_left.npy
000536,right,x_000536_right.npy,y_000536_right.npy,c_000536_right.npy
000250,left,x_000250_left.npy,y_000250_left.npy,c_000250_left.npy
000250,right,x_000250_right.npy,y_000250_right.npy,c_000250_right.npy
000244,left,x_000244_left.npy,y_000244_left.npy,c_000244_left.npy
000244,right,x_000244_right.npy,y_000244_right.npy,c_000244_right.npy
000522,left,x_000522_left.npy,y_000522_left.npy,c_000522_left.npy
000522,right,x_000522_right.npy,y_000522_right.npy,c_000522_right.npy
000278,left,x_000278_left.npy,y_000278_left.npy,c_000278_left.npy
000278,right,x_000278_right.npy,y_000278_right.npy,c_000278_right.npy
000481,left,x_000481_left.npy,y_000481_left.npy,c_000481_left.npy
000481,right,x_000481_right.npy,y_000481_right.npy,c_000481_right.npy
000495,left,x_000495_left.npy,y_000495_left.npy,c_000495_left.npy
000495,right,x_000495_right.npy,y_000495_right.npy,c_000495_right.npy
000442,left,x_000442_left.npy,y_000442_left.npy,c_000442_left.npy
000442,right,x_000442_right.npy,y_000442_right.npy,c_000442_right.npy
000324,left,x_000324_left.npy,y_000324_left.npy,c_000324_left.npy
000324,right,x_000324_right.npy,y_000324_right.npy,c_000324_right.npy
000330,left,x_000330_left.npy,y_000330_left.npy,c_000330_left.npy
000330,right,x_000330_right.npy,y_000330_right.npy,c_000330_right.npy
000456,left,x_000456_left.npy,y_000456_left.npy,c_000456_left.npy
000456,right,x_000456_right.npy,y_000456_right.npy,c_000456_right.npy
000318,left,x_000318_left.npy,y_000318_left.npy,c_000318_left.npy
000318,right,x_000318_right.npy,y_000318_right.npy,c_000318_right.npy
001006,left,x_001006_left.npy,y_001006_left.npy,c_001006_left.npy
001006,right,x_001006_right.npy,y_001006_right.npy,c_001006_right.npy
001012,left,x_001012_left.npy,y_001012_left.npy,c_001012_left.npy
001012,right,x_001012_right.npy,y_001012_right.npy,c_001012_right.npy
000683,left,x_000683_left.npy,y_000683_left.npy,c_000683_left.npy
000683,right,x_000683_right.npy,y_000683_right.npy,c_000683_right.npy
000697,left,x_000697_left.npy,y_000697_left.npy,c_000697_left.npy
000697,right,x_000697_right.npy,y_000697_right.npy,c_000697_right.npy
000867,left,x_000867_left.npy,y_000867_left.npy,c_000867_left.npy
000867,right,x_000867_right.npy,y_000867_right.npy,c_000867_right.npy
000873,left,x_000873_left.npy,y_000873_left.npy,c_000873_left.npy
000873,right,x_000873_right.npy,y_000873_right.npy,c_000873_right.npy
000126,left,x_000126_left.npy,y_000126_left.npy,c_000126_left.npy
000126,right,x_000126_right.npy,y_000126_right.npy,c_000126_right.npy
000640,left,x_000640_left.npy,y_000640_left.npy,c_000640_left.npy
000640,right,x_000640_right.npy,y_000640_right.npy,c_000640_right.npy
000898,left,x_000898_left.npy,y_000898_left.npy,c_000898_left.npy
000898,right,x_000898_right.npy,y_000898_right.npy,c_000898_right.npy
000654,left,x_000654_left.npy,y_000654_left.npy,c_000654_left.npy
000654,right,x_000654_right.npy,y_000654_right.npy,c_000654_right.npy
000132,left,x_000132_left.npy,y_000132_left.npy,c_000132_left.npy
000132,right,x_000132_right.npy,y_000132_right.npy,c_000132_right.npy
000668,left,x_000668_left.npy,y_000668_left.npy,c_000668_left.npy
000668,right,x_000668_right.npy,y_000668_right.npy,c_000668_right.npy
000669,left,x_000669_left.npy,y_000669_left.npy,c_000669_left.npy
000669,right,x_000669_right.npy,y_000669_right.npy,c_000669_right.npy
000655,left,x_000655_left.npy,y_000655_left.npy,c_000655_left.npy
000655,right,x_000655_right.npy,y_000655_right.npy,c_000655_right.npy
000133,left,x_000133_left.npy,y_000133_left.npy,c_000133_left.npy
000133,right,x_000133_right.npy,y_000133_right.npy,c_000133_right.npy
000127,left,x_000127_left.npy,y_000127_left.npy,c_000127_left.npy
000127,right,x_000127_right.npy,y_000127_right.npy,c_000127_right.npy
000899,left,x_000899_left.npy,y_000899_left.npy,c_000899_left.npy
000899,right,x_000899_right.npy,y_000899_right.npy,c_000899_right.npy
000641,left,x_000641_left.npy,y_000641_left.npy,c_000641_left.npy
000641,right,x_000641_right.npy,y_000641_right.npy,c_000641_right.npy
000872,left,x_000872_left.npy,y_000872_left.npy,c_000872_left.npy
000872,right,x_000872_right.npy,y_000872_right.npy,c_000872_right.npy
000866,left,x_000866_left.npy,y_000866_left.npy,c_000866_left.npy
000866,right,x_000866_right.npy,y_000866_right.npy,c_000866_right.npy
000696,left,x_000696_left.npy,y_000696_left.npy,c_000696_left.npy
000696,right,x_000696_right.npy,y_000696_right.npy,c_000696_right.npy
000682,left,x_000682_left.npy,y_000682_left.npy,c_000682_left.npy
000682,right,x_000682_right.npy,y_000682_right.npy,c_000682_right.npy
001013,left,x_001013_left.npy,y_001013_left.npy,c_001013_left.npy
001013,right,x_001013_right.npy,y_001013_right.npy,c_001013_right.npy
001007,left,x_001007_left.npy,y_001007_left.npy,c_001007_left.npy
001007,right,x_001007_right.npy,y_001007_right.npy,c_001007_right.npy
000319,left,x_000319_left.npy,y_000319_left.npy,c_000319_left.npy
000319,right,x_000319_right.npy,y_000319_right.npy,c_000319_right.npy
000331,left,x_000331_left.npy,y_000331_left.npy,c_000331_left.npy
000331,right,x_000331_right.npy,y_000331_right.npy,c_000331_right.npy
000457,left,x_000457_left.npy,y_000457_left.npy,c_000457_left.npy
000457,right,x_000457_right.npy,y_000457_right.npy,c_000457_right.npy
000443,left,x_000443_left.npy,y_000443_left.npy,c_000443_left.npy
000443,right,x_000443_right.npy,y_000443_right.npy,c_000443_right.npy
000325,left,x_000325_left.npy,y_000325_left.npy,c_000325_left.npy
000325,right,x_000325_right.npy,y_000325_right.npy,c_000325_right.npy
000494,left,x_000494_left.npy,y_000494_left.npy,c_000494_left.npy
000494,right,x_000494_right.npy,y_000494_right.npy,c_000494_right.npy
000480,left,x_000480_left.npy,y_000480_left.npy,c_000480_left.npy
000480,right,x_000480_right.npy,y_000480_right.npy,c_000480_right.npy
000279,left,x_000279_left.npy,y_000279_left.npy,c_000279_left.npy
000279,right,x_000279_right.npy,y_000279_right.npy,c_000279_right.npy
000245,left,x_000245_left.npy,y_000245_left.npy,c_000245_left.npy
000245,right,x_000245_right.npy,y_000245_right.npy,c_000245_right.npy
000523,left,x_000523_left.npy,y_000523_left.npy,c_000523_left.npy
000523,right,x_000523_right.npy,y_000523_right.npy,c_000523_right.npy
000537,left,x_000537_left.npy,y_000537_left.npy,c_000537_left.npy
000537,right,x_000537_right.npy,y_000537_right.npy,c_000537_right.npy
000251,left,x_000251_left.npy,y_000251_left.npy,c_000251_left.npy
000251,right,x_000251_right.npy,y_000251_right.npy,c_000251_right.npy
000286,left,x_000286_left.npy,y_000286_left.npy,c_000286_left.npy
000286,right,x_000286_right.npy,y_000286_right.npy,c_000286_right.npy
000292,left,x_000292_left.npy,y_000292_left.npy,c_000292_left.npy
000292,right,x_000292_right.npy,y_000292_right.npy,c_000292_right.npy
000709,left,x_000709_left.npy,y_000709_left.npy,c_000709_left.npy
000709,right,x_000709_right.npy,y_000709_right.npy,c_000709_right.npy
000721,left,x_000721_left.npy,y_000721_left.npy,c_000721_left.npy
000721,right,x_000721_right.npy,y_000721_right.npy,c_000721_right.npy
000047,left,x_000047_left.npy,y_000047_left.npy,c_000047_left.npy
000047,right,x_000047_right.npy,y_000047_right.npy,c_000047_right.npy
000053,left,x_000053_left.npy,y_000053_left.npy,c_000053_left.npy
000053,right,x_000053_right.npy,y_000053_right.npy,c_000053_right.npy
000735,left,x_000735_left.npy,y_000735_left.npy,c_000735_left.npy
000735,right,x_000735_right.npy,y_000735_right.npy,c_000735_right.npy
000906,left,x_000906_left.npy,y_000906_left.npy,c_000906_left.npy
000906,right,x_000906_right.npy,y_000906_right.npy,c_000906_right.npy
000912,left,x_000912_left.npy,y_000912_left.npy,c_000912_left.npy
000912,right,x_000912_right.npy,y_000912_right.npy,c_000912_right.npy
000084,left,x_000084_left.npy,y_000084_left.npy,c_000084_left.npy
000084,right,x_000084_right.npy,y_000084_right.npy,c_000084_right.npy
000090,left,x_000090_left.npy,y_000090_left.npy,c_000090_left.npy
000090,right,x_000090_right.npy,y_000090_right.npy,c_000090_right.npy
000916,left,x_000916_left.npy,y_000916_left.npy,c_000916_left.npy
000916,right,x_000916_right.npy,y_000916_right.npy,c_000916_right.npy
000902,left,x_000902_left.npy,y_000902_left.npy,c_000902_left.npy
000902,right,x_000902_right.npy,y_000902_right.npy,c_000902_right.npy
000094,left,x_000094_left.npy,y_000094_left.npy,c_000094_left.npy
000094,right,x_000094_right.npy,y_000094_right.npy,c_000094_right.npy
000080,left,x_000080_left.npy,y_000080_left.npy,c_000080_left.npy
000080,right,x_000080_right.npy,y_000080_right.npy,c_000080_right.npy
000719,left,x_000719_left.npy,y_000719_left.npy,c_000719_left.npy
000719,right,x_000719_right.npy,y_000719_right.npy,c_000719_right.npy
000731,left,x_000731_left.npy,y_000731_left.npy,c_000731_left.npy
000731,right,x_000731_right.npy,y_000731_right.npy,c_000731_right.npy
000057,left,x_000057_left.npy,y_000057_left.npy,c_000057_left.npy
000057,right,x_000057_right.npy,y_000057_right.npy,c_000057_right.npy
000043,left,x_000043_left.npy,y_000043_left.npy,c_000043_left.npy
000043,right,x_000043_right.npy,y_000043_right.npy,c_000043_right.npy
000725,left,x_000725_left.npy,y_000725_left.npy,c_000725_left.npy
000725,right,x_000725_right.npy,y_000725_right.npy,c_000725_right.npy
000296,left,x_000296_left.npy,y_000296_left.npy,c_000296_left.npy
000296,right,x_000296_right.npy,y_000296_right.npy,c_000296_right.npy
000282,left,x_000282_left.npy,y_000282_left.npy,c_000282_left.npy
000282,right,x_000282_right.npy,y_000282_right.npy,c_000282_right.npy
000269,left,x_000269_left.npy,y_000269_left.npy,c_000269_left.npy
000269,right,x_000269_right.npy,y_000269_right.npy,c_000269_right.npy
000255,left,x_000255_left.npy,y_000255_left.npy,c_000255_left.npy
000255,right,x_000255_right.npy,y_000255_right.npy,c_000255_right.npy
000533,left,x_000533_left.npy,y_000533_left.npy,c_000533_left.npy
000533,right,x_000533_right.npy,y_000533_right.npy,c_000533_right.npy
000527,left,x_000527_left.npy,y_000527_left.npy,c_000527_left.npy
000527,right,x_000527_right.npy,y_000527_right.npy,c_000527_right.npy
000241,left,x_000241_left.npy,y_000241_left.npy,c_000241_left.npy
000241,right,x_000241_right.npy,y_000241_right.npy,c_000241_right.npy
000484,left,x_000484_left.npy,y_000484_left.npy,c_000484_left.npy
000484,right,x_000484_right.npy,y_000484_right.npy,c_000484_right.npy
000490,left,x_000490_left.npy,y_000490_left.npy,c_000490_left.npy
000490,right,x_000490_right.npy,y_000490_right.npy,c_000490_right.npy
001003,left,x_001003_left.npy,y_001003_left.npy,c_001003_left.npy
001003,right,x_001003_right.npy,y_001003_right.npy,c_001003_right.npy
000309,left,x_000309_left.npy,y_000309_left.npy,c_000309_left.npy
000309,right,x_000309_right.npy,y_000309_right.npy,c_000309_right.npy
001017,left,x_001017_left.npy,y_001017_left.npy,c_001017_left.npy
001017,right,x_001017_right.npy,y_001017_right.npy,c_001017_right.npy
000321,left,x_000321_left.npy,y_000321_left.npy,c_000321_left.npy
000321,right,x_000321_right.npy,y_000321_right.npy,c_000321_right.npy
000447,left,x_000447_left.npy,y_000447_left.npy,c_000447_left.npy
000447,right,x_000447_right.npy,y_000447_right.npy,c_000447_right.npy
000453,left,x_000453_left.npy,y_000453_left.npy,c_000453_left.npy
000453,right,x_000453_right.npy,y_000453_right.npy,c_000453_right.npy
000335,left,x_000335_left.npy,y_000335_left.npy,c_000335_left.npy
000335,right,x_000335_right.npy,y_000335_right.npy,c_000335_right.npy
000862,left,x_000862_left.npy,y_000862_left.npy,c_000862_left.npy
000862,right,x_000862_right.npy,y_000862_right.npy,c_000862_right.npy
000876,left,x_000876_left.npy,y_000876_left.npy,c_000876_left.npy
000876,right,x_000876_right.npy,y_000876_right.npy,c_000876_right.npy
000686,left,x_000686_left.npy,y_000686_left.npy,c_000686_left.npy
000686,right,x_000686_right.npy,y_000686_right.npy,c_000686_right.npy
000692,left,x_000692_left.npy,y_000692_left.npy,c_000692_left.npy
000692,right,x_000692_right.npy,y_000692_right.npy,c_000692_right.npy
000679,left,x_000679_left.npy,y_000679_left.npy,c_000679_left.npy
000679,right,x_000679_right.npy,y_000679_right.npy,c_000679_right.npy
000645,left,x_000645_left.npy,y_000645_left.npy,c_000645_left.npy
000645,right,x_000645_right.npy,y_000645_right.npy,c_000645_right.npy
000123,left,x_000123_left.npy,y_000123_left.npy,c_000123_left.npy
000123,right,x_000123_right.npy,y_000123_right.npy,c_000123_right.npy
000137,left,x_000137_left.npy,y_000137_left.npy,c_000137_left.npy
000137,right,x_000137_right.npy,y_000137_right.npy,c_000137_right.npy
000651,left,x_000651_left.npy,y_000651_left.npy,c_000651_left.npy
000651,right,x_000651_right.npy,y_000651_right.npy,c_000651_right.npy
000889,left,x_000889_left.npy,y_000889_left.npy,c_000889_left.npy
000889,right,x_000889_right.npy,y_000889_right.npy,c_000889_right.npy
000136,left,x_000136_left.npy,y_000136_left.npy,c_000136_left.npy
000136,right,x_000136_right.npy,y_000136_right.npy,c_000136_right.npy
000888,left,x_000888_left.npy,y_000888_left.npy,c_000888_left.npy
000888,right,x_000888_right.npy,y_000888_right.npy,c_000888_right.npy
000650,left,x_000650_left.npy,y_000650_left.npy,c_000650_left.npy
000650,right,x_000650_right.npy,y_000650_right.npy,c_000650_right.npy
000644,left,x_000644_left.npy,y_000644_left.npy,c_000644_left.npy
000644,right,x_000644_right.npy,y_000644_right.npy,c_000644_right.npy
000122,left,x_000122_left.npy,y_000122_left.npy,c_000122_left.npy
000122,right,x_000122_right.npy,y_000122_right.npy,c_000122_right.npy
000678,left,x_000678_left.npy,y_000678_left.npy,c_000678_left.npy
000678,right,x_000678_right.npy,y_000678_right.npy,c_000678_right.npy
000693,left,x_000693_left.npy,y_000693_left.npy,c_000693_left.npy
000693,right,x_000693_right.npy,y_000693_right.npy,c_000693_right.npy
000687,left,x_000687_left.npy,y_000687_left.npy,c_000687_left.npy
000687,right,x_000687_right.npy,y_000687_right.npy,c_000687_right.npy
000877,left,x_000877_left.npy,y_000877_left.npy,c_000877_left.npy
000877,right,x_000877_right.npy,y_000877_right.npy,c_000877_right.npy
000863,left,x_000863_left.npy,y_000863_left.npy,c_000863_left.npy
000863,right,x_000863_right.npy,y_000863_right.npy,c_000863_right.npy
000452,left,x_000452_left.npy,y_000452_left.npy,c_000452_left.npy
000452,right,x_000452_right.npy,y_000452_right.npy,c_000452_right.npy
000334,left,x_000334_left.npy,y_000334_left.npy,c_000334_left.npy
000334,right,x_000334_right.npy,y_000334_right.npy,c_000334_right.npy
000320,left,x_000320_left.npy,y_000320_left.npy,c_000320_left.npy
000320,right,x_000320_right.npy,y_000320_right.npy,c_000320_right.npy
000446,left,x_000446_left.npy,y_000446_left.npy,c_000446_left.npy
000446,right,x_000446_right.npy,y_000446_right.npy,c_000446_right.npy
001016,left,x_001016_left.npy,y_001016_left.npy,c_001016_left.npy
001016,right,x_001016_right.npy,y_001016_right.npy,c_001016_right.npy
000308,left,x_000308_left.npy,y_000308_left.npy,c_000308_left.npy
000308,right,x_000308_right.npy,y_000308_right.npy,c_000308_right.npy
001002,left,x_001002_left.npy,y_001002_left.npy,c_001002_left.npy
001002,right,x_001002_right.npy,y_001002_right.npy,c_001002_right.npy
000491,left,x_000491_left.npy,y_000491_left.npy,c_000491_left.npy
000491,right,x_000491_right.npy,y_000491_right.npy,c_000491_right.npy
000485,left,x_000485_left.npy,y_000485_left.npy,c_000485_left.npy
000485,right,x_000485_right.npy,y_000485_right.npy,c_000485_right.npy
000526,left,x_000526_left.npy,y_000526_left.npy,c_000526_left.npy
000526,right,x_000526_right.npy,y_000526_right.npy,c_000526_right.npy
000240,left,x_000240_left.npy,y_000240_left.npy,c_000240_left.npy
000240,right,x_000240_right.npy,y_000240_right.npy,c_000240_right.npy
000254,left,x_000254_left.npy,y_000254_left.npy,c_000254_left.npy
000254,right,x_000254_right.npy,y_000254_right.npy,c_000254_right.npy
000532,left,x_000532_left.npy,y_000532_left.npy,c_000532_left.npy
000532,right,x_000532_right.npy,y_000532_right.npy,c_000532_right.npy
